age_range,book_author,rating_count
18-25,Sir Arthur Conan Doyle,14
18-25,Carolyn Meyer,14
18-25,Ron Hansen,14
18-25,Edward Albee,14
18-25,Brian Greene,14
18-25,Gail Carson Levine,14
18-25,Dan Simmons,14
18-25,Joan Lowery Nixon,14
18-25,Thomas More,14
18-25,James Herbert,14
18-25,Debbie Dadey,14
18-25,Margaret Mahy,14
18-25,Bertolt Brecht,14
18-25,Jacqueline Carey,14
18-25,Emma Donoghue,14
18-25,Herman Wouk,14
18-25,Wilbur Smith,14
18-25,Stef Ann Holm,14
18-25,Walt Whitman,14
18-25,Amanda Cross,14
18-25,Jhumpa Lahiri,14
18-25,Stephen White,14
18-25,Marge Piercy,14
18-25,Lynn Flewelling,14
18-25,Melissa Senate,14
18-25,Niccolo Machiavelli,14
18-25,George R.R. Martin,14
18-25,Lynne Truss,14
18-25,Joan Hohl,14
18-25,Peter Carey,14
18-25,Alice Munro,14
18-25,DANIEL KEYES,14
18-25,Michael A. Stackpole,14
18-25,Josh McDowell,14
18-25,Neale Donald Walsch,14
18-25,Mark Helprin,14
18-25,Tom Stoppard,14
18-25,Stephen Hunter,14
18-25,Joan Wolf,14
18-25,Esther Forbes,14
18-25,Simon R. Green,13
18-25,Steven Pressfield,13
18-25,Josephine Tey,13
18-25,Alvin Schwartz,13
18-25,Meagan McKinney,13
18-25,Gail Tsukiyama,13
18-25,Karen Hesse,13
18-25,Virginia Hamilton,13
18-25,Kathleen O'Neal Gear,13
18-25,Myla Goldberg,13
18-25,Margaret Peterson Haddix,13
18-25,Perri O'Shaughnessy,13
18-25,Karen Harper,13
18-25,Nicci French,13
18-25,Hera Lind,13
18-25,WILLIAM FAULKNER,13
18-25,Elizabeth Young,13
18-25,Michael Slade,13
18-25,Dean Wesley Smith,13
18-25,Suzanne Enoch,13
18-25,Jill Shalvis,13
18-25,Raymond Carver,13
18-25,Mineko Iwasaki,13
18-25,NORA ROBERTS,13
18-25,Carolyn Parkhurst,13
18-25,JERRY SPINELLI,13
18-25,Anna Maxted,13
18-25,Rosie O'Donnell,13
18-25,Melanie Rawn,13
18-25,Katherine Garbera,13
18-25,Nicholson Baker,13
18-25,Oliver Sacks,13
18-25,ANN PACKER,13
18-25,Alan Lightman,13
18-25,EMILY BRONTE,13
18-25,John Champlin Gardner,13
18-25,Masami Tsuda,13
18-25,Fuyumi Soryo,13
18-25,Elizabeth Hand,13
18-25,Jean-Jacques Rousseau,13
18-25,Marguerite Henry,13
18-25,Mike Gayle,13
18-25,Cameron Tuttle,13
18-25,Lucia Etxebarria,13
18-25,Pamela Ribon,13
18-25,Judy Christenberry,13
18-25,Arthur Nersesian,13
18-25,Jennifer Lauck,13
18-25,Whitney Otto,13
18-25,Stephen Dobyns,13
18-25,Geraldine Brooks,13
18-25,Adeline Yen Mah,13
18-25,Melanie Jackson,13
18-25,Miss Read,13
18-25,JOHN SAUL,13
18-25,Evelyn Waugh,13
18-25,Henry Miller,13
18-25,Nevada Barr,13
18-25,Karen Marie Moning,13
18-25,Jack Finney,13
18-25,E. L. Doctorow,13
18-25,Aleister Crowley,13
18-25,Josie Litton,13
18-25,Jamaica Kincaid,13
18-25,Rene Barjavel,13
18-25,Zane Grey,13
18-25,Marlo Morgan,13
18-25,Wendy Northcutt,13
18-25,Piers Paul Read,13
18-25,Heather Graham Pozzessere,13
18-25,J. V. Jones,13
18-25,Laurie Halse Anderson,13
18-25,Judith Arnold,13
18-25,Gene Wolfe,13
18-25,Jeff Deaver,13
18-25,Anna Davis,13
18-25,Julian Barnes,13
18-25,CARSON MCCULLERS,13
18-25,Cynthia Rutledge,13
18-25,Edwin A. Abbott,13
18-25,Patricia MacLachlan,12
18-25,Cathleen Schine,12
18-25,Phillip Margolin,12
18-25,Kimberly Raye,12
18-25,Bobbi Smith,12
18-25,Allan Pease,12
18-25,Mary Downing Hahn,12
18-25,Marilyn Kaye,12
18-25,Melvin Burgess,12
18-25,Susan Kearney,12
18-25,Angela Carter,12
18-25,John Darnton,12
18-25,Philip Jose Farmer,12
18-25,Barbara Metzger,12
18-25,MAX BARRY,12
18-25,SUZANNE BROCKMANN,12
18-25,Astrid Lindgren,12
18-25,George R. R. Martin,12
18-25,Arto Paasilinna,12
18-25,Lauraine Snelling,12
18-25,Richard Laymon,12
18-25,Carmen Renee Berry,12
18-25,JANE FEATHER,12
18-25,Dominick Dunne,12
18-25,Ethan Hawke,12
18-25,William Shatner,12
18-25,Leanne Banks,12
18-25,Joseph Wambaugh,12
18-25,Stephen Baxter,12
18-25,Elizabeth Thornton,12
18-25,A.S. BYATT,12
18-25,Frank E. Peretti,12
18-25,Karen Hawkins,12
18-25,Patricia Hermes,12
18-25,Cleveland Amory,12
18-25,Judith A. Lansdowne,12
18-25,Bentley Little,12
18-25,John Ronald Reuel Tolkien,12
18-25,Ann Granger,12
18-25,Nuala O'Faolain,12
18-25,ELIZABETH GEORGE,12
18-25,Judith Kelman,12
18-25,Gael Baudino,12
18-25,Carlos Ruiz Zafon,12
18-25,Eve Ensler,12
18-25,Paula Fox,12
18-25,John Milton,12
18-25,Julie Kistler,12
18-25,KRISTIN HANNAH,12
18-25,Mercer Mayer,12
18-25,Jerry Seinfeld,12
18-25,E.M. Forster,12
18-25,JIM DAVIS,12
18-25,KURT VONNEGUT,12
18-25,Iyanla Vanzant,12
18-25,Harlan Coben,12
18-25,JANE AUSTEN,12
18-25,Mary Alice Monroe,12
18-25,Lindsay Mckenna,12
18-25,Harriet Beecher Stowe,12
18-25,Nick Earls,12
18-25,Stan Redding,12
18-25,Andre Gide,12
18-25,Marilyn French,12
18-25,James Baldwin,12
18-25,C. J. Cherryh,12
18-25,Sylvia Browne,12
18-25,Bodie Thoene,12
18-25,Gayle Greeno,12
18-25,RICHARD NORTH PATTERSON,12
18-25,Malika Oufkir,12
18-25,Malachy McCourt,12
18-25,Roger MacBride Allen,12
18-25,Merriam-Webster,12
18-25,Robert Heinlein,12
18-25,Joan D. Vinge,12
18-25,Andrew Morton,12
18-25,Audrey Niffenegger,12
18-25,Penelope Neri,12
18-25,Charlotte Douglas,12
18-25,Starhawk,11
18-25,JILL CONNER BROWNE,11
18-25,SANDRA BROWN,11
18-25,Sanami Matoh,11
18-25,Vikram Seth,11
18-25,P.G. Wodehouse,11
18-25,ELIZABETH BERG,11
18-25,Lynn Gordon,11
18-25,David Feldman,11
18-25,Tolkien,11
18-25,Jack Dann,11
18-25,Steven Paul Martini,11
18-25,Will Ferguson,11
18-25,Ian Rankin,11
18-25,Katherine Sutcliffe,11
18-25,Jeff Noon,11
18-25,Meredith Ann Pierce,11
18-25,A. S. Byatt,11
18-25,Richard Paul Evans,11
18-25,Martin Harry Greenberg,11
18-25,Joshua Harris,11
18-25,O. Henry,11
18-25,Kurt, Jr. Vonnegut,11
18-25,Tina Wainscott,11
18-25,David Leavitt,11
18-25,David Morrell,11
18-25,Andrea Kane,11
18-25,Mary-Kate &amp; Ashley Olsen,11
18-25,Joanne Rock,11
18-25,JAMES CLAVELL,11
18-25,Jeff Smith,11
18-25,CHINUA ACHEBE,11
18-25,Doug Naylor,11
18-25,Harry Harrison,11
18-25,Andrea Camilleri,11
18-25,Judith Michael,11
18-25,Woody Allen,11
18-25,FRANZ KAFKA,11
18-25,STAN BERENSTAIN,11
18-25,Dav Pilkey,11
18-25,Rosa Montero,11
18-25,MARK TWAIN,11
18-25,Robert Westall,11
18-25,DR SEUSS,11
18-25,Tim O'Brien,11
18-25,Moliere,11
18-25,Gregory McDonald,11
18-25,Carole Mortimer,11
18-25,Vonda N. McIntyre,11
18-25,Anonimo,11
18-25,Bruce Chatwin,11
18-25,Deepak Chopra,11
18-25,Gordon Korman,11
18-25,Jewel,11
18-25,Cait London,11
18-25,George Carlin,11
18-25,Garth Ennis,11
18-25,Noam Chomsky,11
18-25,Sherman Alexie,11
18-25,Kristiana Gregory,11
18-25,Bobbie Ann Mason,11
18-25,W. Somerset Maugham,11
18-25,Theodore Taylor,11
18-25,Laurie John,11
18-25,Helene Hanff,11
18-25,Bach,11
18-25,Heidi Betts,11
18-25,Mark Dunn,11
18-25,Misty Bernall,11
18-25,Yu Watase,11
18-25,Sarah Ban Breathnach,11
18-25,Camilo Jose Cela,11
18-25,John Galsworthy,11
18-25,John Gardner,11
18-25,Emma Holly,11
18-25,Georges Simenon,11
18-25,Cathy Guisewite,11
18-25,VICTOR HUGO,11
18-25,Cecily Von Ziegesar,11
18-25,Sabrina Jeffries,11
18-25,Ann Major,11
18-25,Yasunari Kawabata,11
18-25,Mary Renault,11
18-25,Emma Darcy,11
18-25,Anne Bronte,11
18-25,Saul Bellow,11
18-25,Amin Maalouf,11
18-25,Mary Pipher,11
18-25,Jill Marie Landis,11
18-25,Edain McCoy,11
18-25,Julie Beard,11
18-25,Dallas Schulze,11
18-25,Stephen W. Hawking,11
18-25,Stephen W. Frey,11
18-25,John Howard Griffin,11
18-25,Julie Elizabeth Leto,11
18-25,Mary Kirchoff,11
18-25,Brenda Novak,11
18-25,Allison Lane,11
18-25,Betty Ren Wright,11
18-25,Robert Graves,11
18-25,MAXINE HONG KINGSTON,11
18-25,Jillian Hunter,11
18-25,Annie Dillard,11
18-25,Bryce Courtenay,11
18-25,Anna Sewell,11
18-25,Rainer Maria Rilke,11
18-25,ELIZABETH GEORGE SPEARE,11
18-25,Nancy Martin,11
18-25,Taylor Smith,11
18-25,Jean-Paul Sartre,11
18-25,Katherine Kingsley,11
18-25,Fernando Savater,11
18-25,Barbara Cartland,11
18-25,S.D. Perry,11
18-25,Jon Hassler,10
18-25,Pearl S. Buck,10
18-25,William Makepeace Thackeray,10
18-25,Walter Mosley,10
18-25,Sara Shandler,10
18-25,Sara Douglass,10
18-25,Megan McCafferty,10
18-25,Elaine Barbieri,10
18-25,Geoff Ryman,10
18-25,Raymond Chandler,10
18-25,Ellen James,10
18-25,Wendy Markham,10
18-25,BRET EASTON ELLIS,10
18-25,Jenny Colgan,10
18-25,Nick McDonell,10
18-25,Susan Sontag,10
18-25,Jerry Jenkins,10
18-25,TIM O'BRIEN,10
18-25,Barbara Wood,10
18-25,Antonia Fraser,10
18-25,Jack Olsen,10
18-25,Jill Gregory,10
18-25,Elaine Fox,10
18-25,TRUMAN CAPOTE,10
18-25,Jane Sigaloff,10
18-25,DAVID EDDINGS,10
18-25,Ingrid Noll,10
18-25,Ann B. Ross,10
18-25,Ariel Jennifer Jones,10
18-25,Aristophanes,10
18-25,Joan Hess,10
18-25,Author Unknown,10
18-25,Joan Smith,10
18-25,Ben Sherwood,10
18-25,Arnette Lamb,10
18-25,FRANCINE PASCAL,10
18-25,Carol Ellis,10
18-25,Patti Berg,10
18-25,Molly Moore,10
18-25,James W. Loewen,10
18-25,Lois Battle,10
18-25,Mary Daheim,10
18-25,Lois Gladys Leppard,10
18-25,Carole Matthews,10
18-25,James Reese,10
18-25,Honore De Balzac,10
18-25,Honor Books,10
18-25,Loraine Despres,10
18-25,James Lee Burke,10
18-25,John Douglas,10
18-25,Nadine Gordimer,10
18-25,Christopher Stasheff,10
18-25,Leif Enger,10
18-25,Amanda Scott,10
18-25,Stephen Lawhead,10
18-25,Anne Marie Winston,10
18-25,Carlos Fuentes,10
18-25,Nancy Huston,10
18-25,Carlos Castaneda,10
18-25,Stephen Fry,10
18-25,Allan Folsom,10
18-25,Better Homes and Gardens,10
18-25,Mary Lynn Baxter,10
18-25,Rohinton Mistry,10
18-25,Carla Cassidy,10
18-25,Stephen Cosgrove,10
18-25,Elinor Lipman,10
18-25,Eudora Welty,10
18-25,Heinrich Harrer,10
18-25,Alfred Hitchcock,10
18-25,Jonathan Safran Foer,10
18-25,Eth Clifford,10
18-25,Alexandre Jardin,10
18-25,Jorge Amado,10
18-25,Richard Wright,10
18-25,Stanislaw Lem,10
18-25,Joseph Campbell,10
18-25,Marjorie B. Kellogg,10
18-25,Alex Kava,10
18-25,Desmond Bagley,10
18-25,Joy Kogawa,10
18-25,Sinclair Lewis,10
18-25,Alan Paton,10
18-25,Barbara Hazard,10
18-25,Michel Tournier,10
18-25,Tonino Benacquista,10
18-25,Jeff Rovin,10
18-25,Bob Greene,10
18-25,Rubem Fonseca,10
18-25,HARLAN COBEN,10
18-25,Jule McBride,10
18-25,M. Scott Peck,10
18-25,PHILIP K. DICK,10
18-25,MADELINE HUNTER,10
18-25,Russell Banks,10
18-25,URSULA K. LE GUIN,10
18-25,Adele Lang,10
18-25,MARIO PUZO,10
18-25,Jayne Castle,10
18-25,Daphne du Maurier,10
18-25,Cathy Yardley,10
18-25,KENT HARUF,10
18-25,E. Lynn Harris,10
18-25,Diana G. Gallagher,10
18-25,Claudia Dain,10
18-25,Erica Jong,10
18-25,Valerie Frankel,10
18-25,Anne Fadiman,10
18-25,Various,10
18-25,Maureen Child,10
18-25,T. H. Lain,10
18-25,Glen Cook,10
18-25,Vincent Bugliosi,10
18-25,Daniel Wallace,10
18-25,Gao Xingjian,10
18-25,Dai Sijie,10
18-25,CHERRY ADAIR,10
18-25,T. Jefferson Parker,10
18-25,Mick Foley,10
18-25,Vladimir Nabokov,10
18-25,STEPHEN KING,10
18-25,Lian Hearn,10
18-25,Javier Cercas,10
18-25,Manil Suri,10
18-25,Dalai Lama,10
18-25,Walt Disney Productions,10
18-25,Nancy Springer,10
18-25,Pierre Bordage,9
18-25,Rachel Cohn,9
18-25,Laura Kinsale,9
18-25,Charlotte Vale Allen,9
18-25,Kenneth Grahame,9
18-25,FRANCES MAYES,9
18-25,Alexander Solzhenitsyn,9
18-25,Peggy Moreland,9
18-25,William R. Forstchen,9
18-25,Carlo Lucarelli,9
18-25,Mario Benedetti,9
18-25,Yukio Mishima,9
18-25,Storm Constantine,9
18-25,Kit Pearson,9
18-25,Ian Fleming,9
18-25,Stefano Benni,9
18-25,Will Self,9
18-25,Richard P. Feynman,9
18-25,Donald J. Sobol,9
18-25,Bette Greene,9
18-25,Fay Weldon,9
18-25,Paullina Simons,9
18-25,Tracy Kidder,9
18-25,Arthur Charles Clarke,9
18-25,Jacob Grimm,9
18-25,Zlata Filipovic,9
18-25,Carol Finch,9
18-25,Peter McWilliams,9
18-25,Janice Bennett,9
18-25,Jean Giraudoux,9
18-25,Eugene Ionesco,9
18-25,Colin Dexter,9
18-25,Julia London,9
18-25,James W. Hall,9
18-25,Esther Friesner,9
18-25,John Peel,9
18-25,Marian Babson,9
18-25,Francine Rivers,9
18-25,Charles De Lint,9
18-25,Rebbecca Ray,9
18-25,Maura Seger,9
18-25,Bill Cosby,9
18-25,Victoria Pade,9
18-25,Bharati Mukherjee,9
18-25,Sarah Zettel,9
18-25,Norman Mailer,9
18-25,Kate Hoffmann,9
18-25,Barbara Gowdy,9
18-25,Mary Engelbreit,9
18-25,Sid Fleischman,9
18-25,Justine Davis,9
18-25,Jeanne W. Houston,9
18-25,Jack Zipes,9
18-25,Robert N. Charrette,9
18-25,Erle Stanley Gardner,9
18-25,Gerald Durrell,9
18-25,Daniel Silva,9
18-25,Ellen Conford,9
18-25,Patrick Lynch,9
18-25,Guy De Maupassant,9
18-25,Jacob Weisberg,9
18-25,George MacDonald,9
18-25,Robert Frost,9
18-25,Christina Schwarz,9
18-25,Barbara Vine,9
18-25,Alan Moore,9
18-25,EDWARD RUTHERFURD,9
18-25,Edith Hamilton,9
18-25,Howard Zinn,9
18-25,Grace Livingston Hill,9
18-25,Rosalind Miles,9
18-25,MARY HIGGINS CLARK,9
18-25,Jamie Denton,9
18-25,Rochelle Wayne,9
18-25,Nan Ryan,9
18-25,Philippe Labro,9
18-25,Regina Scott,9
18-25,Stephanie Bond,9
18-25,Grant Naylor,9
18-25,Betty Mahmoody,9
18-25,Beth Gutcheon,9
18-25,E. Nesbit,9
18-25,Joanne K. Rowling,9
18-25,FANNIE FLAGG,9
18-25,Gherbod Fleming,9
18-25,L.A. Graf,9
18-25,Cameron West,9
18-25,James Jennings,9
18-25,Rick Moody,9
18-25,Joe McGinniss,9
18-25,Dorothy Gilman,9
18-25,P.D. James,9
18-25,Stephen R Donaldson,9
18-25,Yvonne Navarro,9
18-25,Susan Howatch,9
18-25,Judith Bowen,9
18-25,Diane Ackerman,9
18-25,Azar Nafisi,9
18-25,Greg Cox,9
18-25,Jennifer Belle,9
18-25,Benito Perez Galdos,9
18-25,William Strunk Jr.,9
18-25,A. A. Milne,9
18-25,Ruth L. Ozeki,9
18-25,Kathryn Harrison,9
18-25,Christine Rimmer,9
18-25,Nancy Farmer,9
18-25,Dorothy L. Sayers,9
18-25,Lalita Tademy,9
18-25,Liz Curtis Higgs,9
18-25,Hubert Selby,9
18-25,Helen Exley,9
18-25,Janice Graham,9
18-25,Victoria Thompson,9
18-25,ANNE MCCAFFREY,9
18-25,Margaret Way,9
18-25,Jean Brashear,9
18-25,Ellen Rimbauer,9
18-25,Betsy Haynes,9
18-25,Jerome K. Jerome,9
18-25,Thomas Pynchon,9
18-25,D. B. C. Pierre,9
18-25,Liz Fielding,9
18-25,Gore Vidal,9
18-25,Kathryn Wesley,9
18-25,Paula Danziger,9
18-25,Running Press,9
18-25,Kathy Hepinstall,9
18-25,Amy Sohn,9
18-25,Miranda Jarrett,9
18-25,CLARE NAYLOR,9
18-25,Susan King,9
18-25,Laurie Notaro,9
18-25,Gardner Dozois,9
18-25,Carolyn G. Hart,9
18-25,David Drake,9
18-25,Paul Monette,9
18-25,Kate White,9
18-25,Nancy Warren,9
18-25,Steve Alten,9
18-25,Dorothy Eden,9
18-25,ALICE BORCHARDT,9
18-25,Charles Baxter,9
18-25,J.M. Dillard,9
18-25,ELIZABETH STROUT,9
18-25,JosÃ© Saramago,9
18-25,GARY PAULSEN,9
18-25,Carolyn Davidson,9
18-25,Peter Maas,9
18-25,Nina Bangs,9
18-25,Walter Scott,9
18-25,Raymond Queneau,9
18-25,James Morrow,9
18-25,Aphrodite Jones,9
18-25,Kristine Kathryn Rusch,9
18-25,Gary Zukav,9
18-25,Pat Barker,9
18-25,Catherine Millet,9
18-25,Karl Marx,9
18-25,Jan Siegel,8
18-25,Harvard Lampoon Staff,8
18-25,Ann Brashares,8
18-25,Cornelia Funke,8
18-25,Michael Gerber,8
18-25,Celia Rees,8
18-25,E. L. Konigsburg,8
18-25,Margot Dalton,8
18-25,Mark Childress,8
18-25,Phillip C. McGraw,8
18-25,Jean Rhys,8
18-25,M. M. Kaye,8
18-25,Walker Percy,8
18-25,Frederik Pohl,8
18-25,Pablo Neruda,8
18-25,Les Martin,8
18-25,Jean Auel,8
18-25,Juan Mascaro,8
18-25,Robyn Carr,8
18-25,HAVEN KIMMEL,8
18-25,Paul Zindel,8
18-25,Robert Anton Wilson,8
18-25,Lee Strobel,8
18-25,Barbara Bretton,8
18-25,Larry Watson,8
18-25,Andrew Klavan,8
18-25,Norman Bridwell,8
18-25,Tim Burton,8
18-25,ERNEST J. GAINES,8
18-25,William Kotzwinkle,8
18-25,Robert Sabatier,8
18-25,Po Bronson,8
18-25,Tony Parsons,8
18-25,Tony Kushner,8
18-25,Jan Burke,8
18-25,Peter D. Kramer,8
18-25,Lael Littke,8
18-25,Judith Tarr,8
18-25,Paul Jennings,8
18-25,Lisa Plumley,8
18-25,Lee Smith,8
18-25,Ruth Ryan Langan,8
18-25,Richard Brautigan,8
18-25,Paul Vincent,8
18-25,Tara Taylor Quinn,8
18-25,Keith Douglass,8
18-25,Matt Ruff,8
18-25,Emily Hendrickson,8
18-25,AmÃ?Â©lie Nothomb,8
18-25,Dennis Miller,8
18-25,Margaret Summerville,8
18-25,Louise Rafkin,8
18-25,Howard Philips Lovecraft,8
18-25,Evan Hunter,8
18-25,John Mortimer,8
18-25,Judith Ivory,8
18-25,Anton Pavlovich Chekhov,8
18-25,Don Miguel Ruiz,8
18-25,Friedrich Wilhelm Nietzsche,8
18-25,Homer Hickam,8
18-25,Carson McCullers,8
18-25,Philippe Djian,8
18-25,Stephen J. Cannell,8
18-25,Harold Robbins,8
18-25,Susanna Tamaro,8
18-25,Barbara Parker,8
18-25,Richard Scarry,8
18-25,Louise Bagshawe,8
18-25,Joe Haldeman,8
18-25,Jody Lynn Nye,8
18-25,Thich Nhat Hanh,8
18-25,Howard Stern,8
18-25,KAREN HARBAUGH,8
18-25,Ridley Pearson,8
18-25,John Piper,8
18-25,Suzanne Barclay,8
18-25,Catherine Archer,8
18-25,Kelli M. Gary,8
18-25,Eve Bunting,8
18-25,Inga Muscio,8
18-25,Henry Fielding,8
18-25,John R. Maxim,8
18-25,Jean Cocteau,8
18-25,MARK HADDON,8
18-25,Gloria Naylor,8
18-25,Darlene Graham,8
18-25,Dorothy Cannell,8
18-25,Patrick Robinson,8
18-25,Patrick McGrath,8
18-25,DAN SIMMONS,8
18-25,Disney,8
18-25,Nancy Pickard,8
18-25,Oscar Hijuelos,8
18-25,Gail Gaymer Martin,8
18-25,Robert Schneider,8
18-25,Max Barry,8
18-25,Susan Coolidge,8
18-25,Jill Davis,8
18-25,BELVA PLAIN,8
18-25,Richard A. Knaak,8
18-25,Susan Polis Schutz,8
18-25,Gregory Stock,8
18-25,Takehiko Inoue,8
18-25,Bruce Sterling,8
18-25,Deborah Smith,8
18-25,Eric Jerome Dickey,8
18-25,Debbie Raleigh,8
18-25,Margaret Davidson,8
18-25,A. N. Roquelaure,8
18-25,Jeff Foxworthy,8
18-25,Dana Fuller Ross,8
18-25,CLARISSA PINKOLA PHD ESTES,8
18-25,Michael Dorris,8
18-25,Jean Lorrah,8
18-25,JERRY SEINFELD,8
18-25,Didier Daeninckx,8
18-25,Wendy Pini,8
18-25,Nicholas Adams,8
18-25,Joseph Connolly,8
18-25,LORNA LANDVIK,8
18-25,Jessica Steele,8
18-25,Christa Wolf,8
18-25,Sena Jeter Naslund,8
18-25,John Christopher,8
18-25,Sharon Kay Penman,8
18-25,Nancy K. Robinson,8
18-25,Holly Lisle,8
18-25,James Hilton,8
18-25,Antoine de Saint-Exupery,8
18-25,Rice Anne,8
18-25,Gaelen Foley,8
18-25,Ted Smart,8
18-25,Richard Dawkins,8
18-25,Laura Wright,8
18-25,Irene Radford,8
18-25,Sharon Green,8
18-25,Bronwyn Williams,8
18-25,Elizabeth Ann Scarborough,8
18-25,Marcia Muller,8
18-25,Elizabeth George Speare,8
18-25,Sarah Vowell,8
18-25,Dorothy Samuels,8
18-25,NATHANIEL HAWTHORNE,8
18-25,Quim MonzÃ³,8
18-25,MAEVE BINCHY,8
18-25,Wendy Corsi Staub,8
18-25,A. C. Bhaktivedanta Swami Prabhupada,8
18-25,Harold Schechter,8
18-25,Israel Regardie,8
18-25,Margaret Eleanor Atwood,8
18-25,Douglas Monroe,8
18-25,Raymond Buckland,8
18-25,Shirlee Busbee,8
18-25,Joyce Reardon,8
18-25,Pete Hamill,8
18-25,Truddi Chase,8
18-25,William Boyd,8
18-25,J.D. Robb,8
18-25,Martin Amis,8
18-25,Julie Kenner,8
18-25,Jean Sasson,8
18-25,Kathryn Lasky,8
18-25,Nancy H. Kleinbaum,8
18-25,Gerina Dunwich,8
18-25,Dinah Mccall,8
18-25,Friedrich DÃ?Â¼rrenmatt,8
18-25,Joan Didion,8
18-25,Sean Covey,8
18-25,Dewey Gram,8
18-25,Grace Llewellyn,8
18-25,Patrick O'Brian,8
18-25,Seamus Heaney,8
18-25,Mo Hayder,8
18-25,Ronda Thompson,8
18-25,Julie E. Czerneda,8
18-25,Koji Suzuki,8
18-25,Dave Wolverton,8
18-25,Sue Welfare,8
18-25,Helen MacInnes,8
18-25,Tami Hoag,8
18-25,Shirley Jackson,8
18-25,Cormac McCarthy,8
18-25,Pauline Reage,8
18-25,Patrick Cauvin,8
18-25,Kenzaburo Oe,8
18-25,Martha Kirkland,8
18-25,Aaron Allston,8
18-25,Reader's Digest,8
18-25,Ahdaf Soueif,8
18-25,ALEXANDRE DUMAS,8
18-25,Paul B. Thompson,8
18-25,Irene Hunt,8
18-25,Robbins,8
18-25,Ian Banks,8
18-25,Monica Ferris,8
18-25,Penelope Fitzgerald,8
18-25,Nigel Barley,8
18-25,Iris Rainer Dart,8
18-25,Philip Kerr,8
18-25,George Bernard Shaw,8
18-25,ALEX HALEY,8
18-25,Wataru Yoshizumi,8
18-25,Washington Irving,8
18-25,Barbara Ann Kipfer,8
18-25,Akif Pirincci,8
18-25,Robert E. Vardeman,8
18-25,Constance M. Burge,8
18-25,Joan Overfield,8
18-25,Antonio Martinez Menchen,8
18-25,Michael Bond,8
18-25,Jonathan Coe,8
18-25,Mikhail Bulgakov,8
18-25,SUE MARGOLIS,8
18-25,Kay Allenbaugh,8
18-25,Jeanne Ray,8
18-25,Ana Seymour,8
18-25,Jeanie London,8
18-25,Sue Harrison,8
18-25,Peter Robinson,8
18-25,Gaby Hauptmann,8
18-25,Simon Singh,7
18-25,Jessica Hart,7
18-25,LEO TOLSTOY,7
18-25,E. Annie Proulx,7
18-25,J. M. Dillard,7
18-25,Isaac Adamson,7
18-25,T. De Quincey,7
18-25,John Bellairs,7
18-25,Roman Dirge,7
18-25,Brian Doyle,7
18-25,Susan Meier,7
18-25,Janet Woods,7
18-25,Lindsay Armstrong,7
18-25,MONICA FURLONG,7
18-25,MORGAN LLYWELYN,7
18-25,TERRY BROOKS,7
18-25,Josie Lloyd,7
18-25,Thea Devine,7
18-25,Shannon Olson,7
18-25,TAMORA PIERCE,7
18-25,Jerome Preisler,7
18-25,Patricia Beatty,7
18-25,Elizabeth Haydon,7
18-25,Kate Elliott,7
18-25,Marta Perry,7
18-25,Catherine Hart,7
18-25,Michael Palin,7
18-25,Marisa Carroll,7
18-25,Rose Estes,7
18-25,Carol Berg,7
18-25,Lewis Perdue,7
18-25,ADRIANA TRIGIANI,7
18-25,S.E. HINTON,7
18-25,Constance O'Day-Flannery,7
18-25,Susan Sizemore,7
18-25,Lope De Vega,7
18-25,Elaine Bergstrom,7
18-25,Michael P. Kube-McDowell,7
18-25,Dee Henderson,7
18-25,JUNG CHANG,7
18-25,Tokyopop,7
18-25,Forrest Carter,7
18-25,Darby Conley,7
18-25,Samuel Shem,7
18-25,Lynn Erickson,7
18-25,Ginna Gray,7
18-25,A.A. Milne,7
18-25,John A. Keel,7
18-25,Jon Stewart,7
18-25,Gene Brewer,7
18-25,Robert Merle,7
18-25,Kevin Henkes,7
18-25,Stendhal,7
18-25,SCOTT O'DELL,7
18-25,Samantha James,7
18-25,James Rollins,7
18-25,Margaret Drabble,7
18-25,Rexanne Becnel,7
18-25,C. J. Barry,7
18-25,Donna Clayton,7
18-25,Cheryl St. John,7
18-25,Sandra Cisneros,7
18-25,Evelyn Richardson,7
18-25,Gilbert Morris,7
18-25,Noel Hynd,7
18-25,Raymond A. Montgomery,7
18-25,Fred Uhlman,7
18-25,Joyce Egginton,7
18-25,Susanna Kaysen,7
18-25,Laura Van Wormer,7
18-25,Johanna Hurwitz,7
18-25,Tom Coraghessan Boyle,7
18-25,Jonathan Carroll,7
18-25,Gertrude Stein,7
18-25,A. Bates,7
18-25,James Grippando,7
18-25,Elizabeth Marshall Thomas,7
18-25,Albert Uderzo,7
18-25,Diane Schoemperlen,7
18-25,Sandra Steffen,7
18-25,Laurie Paige,7
18-25,Vivian Vande Velde,7
18-25,Ellen Fein,7
18-25,ELLEN DEGENERES,7
18-25,RITA CIRESI,7
18-25,Linda Majzlik,7
18-25,Albert Einstein,7
18-25,Hans Peter Richter,7
18-25,Manuel de Pedrolo,7
18-25,Kristine Grayson,7
18-25,KenzaburÃ?Â´ OÃ?Â©,7
18-25,Albert Cohen,7
18-25,Benjamin von Stuckrad-Barre,7
18-25,C.J. Anders,7
18-25,Mary McBride,7
18-25,Sister Souljah,7
18-25,Penelope Lively,7
18-25,Scott Smith,7
18-25,Sara Craven,7
18-25,Meg O'Brien,7
18-25,Rene De Goscinny,7
