book_author,rating_count
Donna Kauffman,107
CHRISTOPHER REICH,107
Laurie Notaro,107
Philip Kerr,107
Farley Mowat,107
Katherine Hall Page,107
Jill Shalvis,107
Mark Salzman,107
Robert Hellenga,107
Lisa Cach,107
Vincent Lardo,107
Gail Sheehy,107
Marc Brown,107
Margaret Drabble,106
Jennifer Greene,106
Charlotte Hughes,106
Christiane Heggan,106
Gilda Radner,106
Gordon Korman,106
Diana G. Gallagher,106
Frank Mccourt,106
Leslie Meier,106
Zilpha Keatley Snyder,106
Joanne Fluke,106
Joseph Campbell,105
Eve Bunting,105
William J. Coughlin,105
Bobbi Smith,105
Laurie Halse Anderson,105
Gardner Dozois,105
LINDA HOWARD,105
James P. Hogan,105
Richie Tankersley Cusick,105
J. D. Salinger,105
Kate White,105
Joe Haldeman,105
Betsy Byars,105
Richard Marcinko,104
Susan Orlean,104
Marguerite Henry,104
Jerry Jenkins,104
Katherine Dunn,104
Shirley Jackson,104
Stephen Fry,104
ROBERT CRAIS,104
Constance O'Day-Flannery,104
Miranda Lee,104
ROBERT CORMIER,104
Cormac McCarthy,104
Joanne Pence,104
JERRY SPINELLI,103
Mary-Kate &amp; Ashley Olsen,103
Elaine Barbieri,103
Lorna Landvik,103
Anne Fadiman,103
Jamie Suzanne,103
FRANCES MAYES,103
Jackie Merritt,103
SUZANNE BROCKMANN,103
Pat Warren,103
Sue Harrison,103
Natalie Babbitt,103
Josh McDowell,103
Jerry Seinfeld,103
Esther Friesner,103
Rick Bragg,103
Jessica Fletcher,103
Hunter S. Thompson,103
Billy Graham,103
Jeanne Betancourt,103
Diane Ackerman,103
W. Somerset Maugham,103
Jonathan Gash,102
Melissa Senate,102
Michel Houellebecq,102
Nan Ryan,102
Norma Fox Mazer,102
Pat Barker,102
Margaret Wise Brown,102
Hannah Howell,102
John Katzenbach,102
Stephanie Bond,102
J.D. Robb,102
George Carlin,101
Judith Viorst,101
Dashiell Hammett,101
Calvin Trillin,101
Constance O'Banyon,101
Kathryn Harrison,101
Gloria Naylor,101
Mark Dunn,101
Jack McDevitt,101
Bebe Moore Campbell,101
Nancy Atherton,101
Hera Lind,101
P. G. Wodehouse,101
Margaret Way,101
Geralyn Dawson,101
Jodi Thomas,101
Anne Bishop,101
Alice Gray,100
TOM BROKAW,100
Patricia Reilly Giff,100
Graham Swift,100
Nevil Shute,100
Linda Lay Shuler,100
James Axler,100
Connie May Fowler,100
Aaron Elkins,100
Anthony Trollope,100
Lindsey Davis,100
Elaine St. James,99
Margaret Coel,99
Greg Cox,99
H. P. Lovecraft,99
Ron Hansen,99
Susan Saunders,99
Elizabeth Hand,99
Irving Wallace,98
Wendy Markham,98
Aimee Thurlo,98
Heather Graham Pozzessere,98
Alistair MacLean,98
Barbara Johnson,98
Emile Zola,98
Joan D. Vinge,98
Carrie Fisher,98
Jeanne Kalogridis,98
Eudora Welty,98
Fyodor Dostoevsky,97
Henrik Ibsen,97
Lori Copeland,97
William J. Caunitz,97
Jack Olsen,97
Running Press,97
Patricia MacDonald,97
Ted L. Nancy,97
Clyde Edgerton,97
Judith Arnold,97
John Colapinto,96
Starhawk,96
Karen Templeton,96
Charlotte Douglas,96
Phyllis White,96
Primo Levi,96
Judith Rossner,96
E. Annie Proulx,96
Sally Beauman,96
George Lucas,96
Jim Miller,96
Ramsey Campbell,96
Andrew Weil,96
Paula Fox,96
Corrie Ten Boom,96
Walker Percy,96
Patricia Rice,96
Meagan McKinney,96
Robert C. O'Brien,96
Molly Moore,96
Tony Abbott,96
Oliver W. Sacks,96
Robyn Carr,96
Dee Henderson,95
Mark Stevens,95
TONI MORRISON,95
Bobbie Ann Mason,95
Disney,95
Brendan O'Carroll,95
Fred Vargas,95
Piers Paul Read,95
Loren D. Estleman,95
MARY DORIA RUSSELL,95
Emily Dickinson,95
Robin Paige,95
Joan Lowery Nixon,95
Claudia Bishop,95
Julian May,94
Disney Enterprises Inc,94
J. M. Coetzee,94
Azar Nafisi,94
Will Ferguson,94
DANIEL KEYES,94
Stefan Fatsis,94
Gloria Steinem,94
Lynda Curnyn,94
Paullina Simons,94
Mark Z. Danielewski,94
John Peterson,94
Christina Skye,93
CARSON MCCULLERS,93
Jim Butcher,93
CLARE NAYLOR,93
Sophocles,93
Laurence Yep,93
MARK TWAIN,93
Josephine Cox,93
Harlan Ellison,93
Laura Kinsale,93
Julie Kenner,93
Dara Joy,93
Juliet Marillier,92
Betty Ren Wright,92
Ana Seymour,92
Douglas Niles,92
KAY HOOPER,92
Don Coldsmith,92
Carolyn Davidson,92
Gail Carson Levine,92
Michael Phillips,92
Gene Wolfe,92
Haywood Smith,91
Christie Golden,91
John Edward,91
William S. Burroughs,91
Brenda Novak,91
Carolyn Chute,91
Harriet Lerner,91
Scott Smith,91
Muriel Spark,91
Joanna Wayne,91
Anne Morrow Lindbergh,91
Matt Christopher,91
Stephen R Donaldson,91
Sebastian Faulks,91
LURLENE MCDANIEL,91
Dawn Stewardson,90
Honor Books,90
David Leavitt,90
Helen Myers,90
May Sarton,90
Steven Saylor,90
Nancy Fairbanks,90
Roz Denny Fox,90
Chinua Achebe,90
Paulette Bourgeois,90
Peter Matthiessen,90
Charles Kuralt,90
Miguel Delibes,90
Paul Monette,90
Vicki Iovine,90
Astrid Lindgren,90
Michael Prescott,90
Steve Jackson,90
ELIZABETH STROUT,90
Alice Borchardt,90
Matthew F Christopher,90
Steven Pressfield,90
Zane Grey,90
Shirlee Busbee,90
A. S. Byatt,89
Terry Kay,89
Thich Nhat Hanh,89
GARY PAULSEN,89
Dante Alighieri,89
Og Mandino,89
Ellen Rimbauer,89
Jonathan Safran Foer,89
Charles M. Schulz,89
Anna Sewell,89
Joseph Finder,89
Kurt, Jr. Vonnegut,89
Alan Moore,89
Benjamin Franklin,89
Matt Groening,89
Louise Fitzhugh,89
Loraine Despres,89
Mike Gayle,89
Karen Marie Moning,89
Andrea Barrett,89
William Least Heat-Moon,88
Cherie Bennett,88
Andrew H. Vachss,88
Robin Jones Gunn,88
Edward Gorey,88
Rita Herron,88
Susan Krinard,88
David G. Hartwell,88
Lyn Hamilton,88
Elizabeth McCracken,88
Dixie Browning,88
Cathy Guisewite,88
Liz Curtis Higgs,88
Peter S. Beagle,88
Gregory Stock,88
Suzanne Weyn,88
Time-Life Books,87
Kenneth Grahame,87
Carson McCullers,87
Ralph Ellison,87
Victoria Pade,87
Laura C. Schlessinger,87
Samuel Beckett,87
Antonia Fraser,87
Suzann Ledbetter,87
William Kotzwinkle,87
Meg O'Brien,87
Alison Weir,87
William X. Kienzle,87
Molly Ivins,87
Joe R. Lansdale,87
MARIO PUZO,87
Steve Thayer,87
David Hagberg,87
Robert T. Kiyosaki,87
LLOYD ALEXANDER,87
Margaret Eleanor Atwood,86
Barbara Gowdy,86
Stuart M. Kaminsky,86
E. L. Konigsburg,86
Laurie Graham,86
Patrick Lynch,86
Susanna Tamaro,86
Jack Whyte,86
Steve Alten,86
Judith Reeves-Stevens,86
Seuss,86
SHARYN MCCRUMB,86
Anchee Min,86
Sally Wentworth,85
E. Lynn Harris,85
Lorraine Heath,85
Elizabeth Ann Scarborough,85
Jean Marzollo,85
Ann Matthews Martin,85
Michael Dibdin,85
R.A. Salvatore,85
Tom Holt,85
Victoria Thompson,85
STEPHEN FREY,85
Peter McWilliams,85
Troy Denning,85
Robert W. Walker,85
Kenneth T. Brown,85
Ben Sherwood,84
Larry Watson,84
NATHANIEL HAWTHORNE,84
Catherine Hart,84
Jim Harrison,84
Sharon Green,84
Stanislaw Lem,84
John Marsden,84
Lindsay Armstrong,84
Rick Warren,84
Jonathan Nasaw,84
Rhys Bowen,84
R. J. Pineiro,84
Julie Elizabeth Leto,84
Karen Young,84
Suze Orman,84
Tamara Thorne,84
Cynthia Freeman,84
Margot Livesey,83
Mary Pipher,83
Colin Forbes,83
Caroline Arnold,83
John Douglas,83
Ariel Jennifer Jones,83
Ellen James,83
Gunter Grass,83
Walter Farley,83
Jim Crace,83
Shaun Hutson,83
Marsha Canham,83
Charlotte Perkins Gilman,83
Vincent Bugliosi,83
Francois M. Voltaire,82
Carlos Ruiz Zafon,82
Mary Engelbreit,82
Kate Elliott,82
John Farris,82
Dan Millman,82
Meryl Sawyer,82
Roger MacBride Allen,82
Leigh Michaels,82
Karen Ranney,82
Janice Graham,82
Helen Bianchin,82
Craig Shaw Gardner,82
Simon R. Green,82
Rumiko Takahashi,82
Nancy Kress,82
Vladimir Vladimirovich Nabokov,82
Dennis L. McKiernan,82
Jule McBride,82
Dave Duncan,81
Ann Beattie,81
P.G. Wodehouse,81
David Wiltse,81
Alexander Solzhenitsyn,81
SUE MILLER,81
Andrew M Greeley,81
Matthew Reilly,81
Taylor Caldwell,81
Anne Mccaffrey,81
Patricia Wentworth,81
J.M. Dillard,81
Kathryn Kenny,81
Jonathan Carroll,81
Walt Whitman,81
Jean Auel,81
Mark Childress,81
Daniel Wallace,80
Katharine Kerr,80
Studs Terkel,80
James Baldwin,80
Kathryn Lasky,80
Jon Land,80
Christopher Buckley,80
Kathy Hogan Trocheck,80
Robert Frost,80
Upton Sinclair,80
Janet Woods,80
Janice Kaiser,80
Marilyn Kaye,80
Art Spiegelman,80
Sigmund Freud,80
Jean Rhys,80
Sherry Lewis,80
William Golding,80
Landoll,79
Amanda Scott,79
Brady Udall,79
Richard Wright,79
Kahlil Gibran,79
William Sleator,79
Reynolds Price,79
ANNE PERRY,79
Peggy Moreland,79
Christine McGuire,79
Eric-Emmanuel Schmitt,79
Evan Hunter,79
Kristine Kathryn Rusch,79
Stephanie Barron,79
Hailey North,79
Douglas Clegg,78
Susan R. Sloan,78
Terry C. Johnston,78
Pablo Neruda,78
Joy Kogawa,78
Unknown,78
Ayelet Waldman,78
Eve Ensler,78
George MacDonald,78
Lisa Plumley,78
MAXINE HONG KINGSTON,78
Penelope Lively,78
Norman Maclean,78
Andrei Codrescu,78
Glen Cook,78
Sandra Boynton,78
Gillian Roberts,78
David Halberstam,78
Max Frisch,78
Allison Pearson,78
Adele Lang,78
Harriet Beecher Stowe,77
Russell Baker,77
John Barnes,77
Stefan Zweig,77
Manil Suri,77
Judith Tarr,77
Susan Sontag,77
Emma Holly,77
Katherine Garbera,77
Jamaica Kincaid,77
MARK HADDON,77
Charles Sheffield,77
Kingsley Amis,77
Kinley MacGregor,77
Kristiana Gregory,77
Carlos Fuentes,77
Linda Greenlaw,77
E Annie Proulx,77
Amy Ephron,76
Judith Stacy,76
Barbara Boswell,76
SCOTT O'DELL,76
James Gelsey,76
Debra Salonen,76
A.C. Crispin,76
Lisa Carey,76
Michael Frayn,76
Keith Ablow,76
Catherine Cookson,76
Darian North,76
Patricia MacLachlan,76
Ahdaf Soueif,76
Jody Shields,76
Anne Marie Winston,76
Antoinette Stockenberg,76
Jim Fergus,76
Millie Criswell,76
Dani Sinclair,75
ERIK LARSON,75
ELIZABETH GEORGE SPEARE,75
Barbara Dawson Smith,75
Jane Sigaloff,75
David Lindsey,75
P. J. O'Rourke,75
Antoine De Saint-Exupery,75
James Alan Gardner,75
Kathleen Norris,75
PAUL ZINDEL,75
Jean P. Sasson,75
Carlene Thompson,75
Jean Hager,75
Rudolfo Anaya,75
Valerie Wolzien,75
Charlotte Link,75
KAREN ROBARDS,75
John Bellairs,75
Mary Renault,75
Harold S. Kushner,75
John Hersey,75
Pamela Bauer,75
Betsy Haynes,75
Niall Williams,74
Kitty Kelley,74
Noel Hynd,74
Doris Lessing,74
DAN SIMMONS,74
Laurie Colwin,74
Mickey Zucker Reichert,74
Betty Mahmoody,74
Alice Adams,74
Emily Grayson,74
Niccolo Machiavelli,74
Elise Title,74
David Poyer,74
BARBARA TAYLOR BRADFORD,74
Robert Wilson,74
Robin Pilcher,74
Jayne Castle,74
Debra Ginsberg,74
Matt Ruff,74
Jimmy Carter,74
Sara Craven,74
Sarah Vowell,74
EMILY BRONTE,74
Jenny Colgan,74
Lou Jane Temple,74
Hillary Rodham Clinton,74
M. M. Kaye,74
Nancy Warren,74
Jeff Smith,73
Jessica Barksdale Inclan,73
Lewis Grizzard,73
Philip R. Craig,73
Ross King,73
Iris Rainer Dart,73
Amanda Stevens,73
Barry Unsworth,73
David McCullough,73
Rose Estes,73
Charlotte Lamb,73
Woody Allen,73
Forrest Carter,73
Debra Webb,73
Lenora Mattingly Weber,73
Shakti Gawain,73
Robert Daley,73
Donna Jo Napoli,72
Anne Frasier,72
Justine Davis,72
Marta Perry,72
Tom Smith,72
POPPY BRITE,72
Michele Slung,72
Susan Powter,72
Silver Ravenwolf,72
Ruth Reichl,72
Kate Hoffmann,72
Jeff Noon,72
Katharine Hepburn,72
Miranda Jarrett,72
Gao Xingjian,72
Pamela Ribon,72
Bartholomew Gill,72
Evelyn Rogers,72
John McPhee,72
Robert Charles Wilson,72
George R. R. Martin,72
Rachael F. Heller,72
Robert M. Pirsig,72
Torey Hayden,72
Angela Elwell Hunt,72
Martin Harry Greenberg,71
Marisa Carroll,71
W. P. Kinsella,71
Malcolm X,71
Gail Herman,71
Elaine Fox,71
Irving Stone,71
Tim Powers,71
Alison Lurie,71
Susan Sizemore,71
Ann Brashares,71
Sarah Shankman,71
Sara Orwig,71
Jo Goodman,71
SARAH L. DELANY,71
Joanne Greenberg,71
John E. Gardner,71
Betty Crocker,71
Phil McGraw,71
Karen Kingsbury,71
DAVID EDDINGS,71
Nora Ephron,71
Mary Gordon,71
Charles Baxter,70
Aphrodite Jones,70
Michael Bond,70
Elizabeth Levy,70
Judith Ivory,70
Jane Mendelsohn,70
Susanna Moore,70
Arnold Lobel,70
Mikhail Bulgakov,70
Cassie Miles,70
Doris Mortman,70
Sara Wood,70
William J. Bennett,70
Peter Blauner,70
Bill Pronzini,70
Anne Marie Duquette,70
Anne McAllister,70
Jon Scieszka,70
Louise L. Hay,70
Cynthia Rutledge,70
Melinda Metz,70
Laurence Shames,70
Margot Early,70
Emily Chase,70
Kelsey Roberts,70
Patricia Moyes,70
Joe Weber,70
Mary Downing Hahn,69
David Gerrold,69
Lori Wick,69
Bharati Mukherjee,69
Jonathan Coe,69
E.L. Konigsburg,69
David Bischoff,69
Ellen Degeneres,69
Lewis Perdue,69
Nancy Huston,69
Debbi Rawlins,69
Arthur Upfield,69
Joan Didion,69
James Michael Pratt,69
Tova Mirvis,69
Eduardo Mendoza,69
Anton Pavlovich Chekhov,69
Pauline Reage,69
Denise Swanson,69
Wen Spencer,69
Penelope Neri,69
Bernard Malamud,69
Paul Scott,69
William Makepeace Thackeray,69
MERRILL MARKOE,69
Susan Polis Schutz,69
Frederick Douglass,69
Bill Myers,68
P.J. O'Rourke,68
Ian Fleming,68
Robbins,68
Ethan Hawke,68
Ben Mezrich,68
Carol Ryrie Brink,68
Leo Buscaglia,68
John A. Keel,68
Phil Rickman,68
Tom Stoppard,68
Lee Harris,68
Richard Price,68
Ellen Hart,68
Sarah Strohmeyer,68
Thomas L. Friedman,68
Sandra Martz,68
Carmen Renee Berry,68
Mary Willis Walker,68
Michael Korda,68
Scholastic Books,68
Lori Handeland,68
Edward Rutherford,68
Richard Ford,68
Cheryl St. John,68
Judy Sheindlin,68
Jeff Shaara,68
Joanne Rock,68
Lian Hearn,68
RenÃ?Â© Barjavel,68
Ann Granger,68
Robin Hobb,68
Tom Perrotta,68
Spike Milligan,68
Kimberly Raye,67
J. V. Jones,67
TIM O'BRIEN,67
Georgia Bockoven,67
Elaine Cunningham,67
SARAH GRAVES,67
Peter Lovesey,67
Jude Watson,67
David Letterman,67
JIM DAVIS,67
Catherine George,67
Rexanne Becnel,67
Katharine Graham,67
Judith Gould,67
Maurice Sendak,67
David Foster Wallace,67
Mel Gilden,67
Voltaire,67
Robin Lee Hatcher,67
Johanna Hurwitz,67
Lois Gladys Leppard,67
William Martin,67
Nina Bangs,67
Helen Hooven Santmyer,67
Susan Dunlap,67
Jack Dann,67
Leanne Banks,67
Jane Belk Moncure,67
Helen MacInnes,66
Brian Moore,66
Friedrich Nietzsche,66
Suzanne Barclay,66
Time Life Books,66
Eva Ibbotson,66
Irvin D. Yalom,66
Stephanie Calmenson,66
George Bernard Shaw,66
Boris Starling,66
Sue Civil-Brown,66
Bertolt Brecht,66
Gina Ingoglia,66
Theodore Taylor,66
Simon Hawke,66
Gerald A. Browne,66
Angela Carter,66
Grace Livingston Hill,66
Lindsay Mckenna,66
Edgar Rice Burroughs,66
Jared Diamond,66
JERRY SEINFELD,66
Kirk Douglas,66
Emily Brightwell,66
Tom Coraghessan Boyle,66
Johanna Spyri,66
Wallace Earle Stegner,66
James Dale,66
Edwin A. Abbott,66
Dan Savage,66
William Safire,65
Donna Andrews,65
BEVERLY CLEARY,65
Lisa Wingate,65
AMANDA CROSS,65
Eloisa James,65
Lynn V. Andrews,65
Virginia Hamilton,65
Mike Resnick,65
ROBERT PARKER,65
Mark Frost,65
Alison Kent,65
Gerald Durrell,65
Terri Blackstock,65
LEWIS GRIZZARD,65
Deborah Hale,65
Ginna Gray,65
Eleanor Estes,65
Ralph Compton,65
ARTURO PEREZ-REVERTE,65
Adam Gopnik,65
Patrick F. McManus,65
Paulette Jiles,65
Sinclair Lewis,65
Julie Beard,65
Carol Finch,65
Michael Lewis,65
Steve Hamilton,65
Edith Hamilton,65
Tom Savage,65
CHINUA ACHEBE,65
Jo Leigh,65
Marc Tolon Brown,65
LUANNE RICE,65
Jane Moore,65
URSULA K. LE GUIN,65
Eric Carle,65
Keri Hulme,64
Michael Marshall,64
Sandra Field,64
WILLIAM BERNHARDT,64
Howard Weinstein,64
Gilbert Morris,64
Janet Quin-Harkin,64
T. J. MacGregor,64
David A. Carter,64
Thomas Tryon,64
Lee Strobel,64
Lynne Hinton,64
Bathroom Readers' Institute,64
Eric Jerome Dickey,64
Susan Wright,64
Warren Murphy,64
Cindy Gerard,64
David Hunt,64
A.A. Milne,64
Pat Booth,64
Teddy Slater,64
Dave Wolverton,64
Anne Wilson Schaef,64
Jeff Foxworthy,64
Michael Flynn,64
Robin Maxwell,64
A.N. Roquelaure,64
Chang-Rae Lee,64
Lucy Gordon,64
Valerie Frankel,64
Howard Stern,64
Valerie Parv,64
Naguib Mahfouz,64
Thomas J. Stanley,64
Maura Seger,64
Anna Gavalda,64
Joyce Meyer,64
Jean-Paul Sartre,64
Lynn Abbey,64
Nicholas Edwards,64
Arthur Charles Clarke,64
Misty Bernall,63
Patrick McGrath,63
Michelle Reid,63
Barbara Freethy,63
Gayle Greeno,63
ALEXANDRA FULLER,63
George Burns,63
Yukio Mishima,63
Geoff Ryman,63
Jerry Bledsoe,63
Diane Schoemperlen,63
Jorge Amado,63
TAMORA PIERCE,63
Nancy Springer,63
Richard Nelson Bolles,63
John Champlin Gardner,63
Mo Hayder,63
Joan Aiken,63
Russell Hoban,63
Nancy E. Krulik,63
Tori Phillips,63
KURT VONNEGUT,63
Erik Larson,63
Barbara Robinson,63
Ian Caldwell,63
Fred Mustard Stewart,63
Liz Ireland,63
Shirley Conran,63
PHILIP ROTH,63
Carolyn Meyer,63
Charles R. Swindoll,63
Laurien Berenson,63
Joel Rosenberg,63
Jerry Pournelle,63
MADELINE HUNTER,63
Shannon Olson,63
Dick King-Smith,63
Fiona Walker,62
Camilo Jose Cela,62
Joseph R. Garber,62
Mark Kurlansky,62
Morris West,62
Tim Cahill,62
Betty Birney,62
Robert Shea,62
Kate Welsh,62
Kristine Rolofson,62
Yasunari Kawabata,62
Catherine Archer,62
Cameron Tuttle,62
Jim Lovell,62
Howard Norman,62
Christopher Paolini,62
Ross Thomas,62
Peggy Webb,62
Beryl Markham,62
Malcolm Gladwell,62
Pete Dexter,62
Irwin Shaw,62
Grant Naylor,62
Rainer Maria Rilke,62
Gayle Lynds,62
George Dawes Green,62
H. Jackson, Jr. Brown,62
Graham Joyce,62
J. P. McCarthy,62
JOSEPH WAMBAUGH,62
Daniel Cohen,62
Julia London,62
Max Barry,62
Miguel De Cervantes Saavedra,62
Alfred Hitchcock,62
A. C. Bhaktivedanta Swami Prabhupada,62
Ivan Doig,62
Michael McGarrity,62
Leona Karr,62
Philip Yancey,62
James Kahn,61
T. S. Eliot,61
Mary Roach,61
Renee Roszel,61
Deborah Simmons,61
Andrew Neiderman,61
Margaret Craven,61
Ferrol Sams,61
Stephen W. Hawking,61
Stewart O'Nan,61
Ted Andrews,61
Robert J. Randisi,61
Elizabeth Forsythe Hailey,61
Tim Cockey,61
Will Self,61
Suzy Becker,61
Mineko Iwasaki,61
James Van Praagh,61
Linda Castillo,61
Jean Lorrah,61
Suzanne Enoch,61
Yvonne Navarro,61
Barbara McCauley,61
James Reese,61
Sharan Newman,61
Harvey Diamond,61
Jeanie London,61
James Preller,61
AmÃ?Â©lie Nothomb,61
Frances Fyfield,61
Betina M. Krahn,61
Robert Tine,61
Beverly Bird,60
Elizabeth Gage,60
Akif Pirincci,60
Pamela Stephenson,60
Colin Harrison,60
E.M. Forster,60
Jonathan Kozol,60
Merriam-Webster,60
Dean Ing,60
Julio Cortazar,60
Pam Houston,60
S. L. Viehl,60
Julie E. Czerneda,60
E. Nesbit,60
Mary Lawson,60
G.M. Ford,60
James C. Dobson,60
WILLIAM GIBSON,60
Rand Miller,60
Josephine Hart,60
Joan Bauer,60
MARGARET WEIS,60
Melanie Jackson,60
Hugh Prather,60
Ellen Fein,60
Bill Gates,60
Don Aslett,60
Gaby Hauptmann,60
WALTER LORD,60
Stormie Omartian,60
Curtiss Matlock,60
Clifford Stoll,60
Fiona Buckley,60
Douglas Kennedy,60
Andy McNab,60
Antonio Tabucchi,60
Drew Carey,60
Pamela Browning,60
Lawrence Durrell,60
Roberta Gellis,60
Jill Gregory,60
Cynthia Rylant,60
Jacqueline Susann,60
Susie Bright,60
ELLEN DEGENERES,59
G. A. McKevett,59
Naomi Wolf,59
LEE SMITH,59
Lauren Belfer,59
Ken Grimwood,59
Rita Golden Gelman,59
Rice Anne,59
L.A. Graf,59
Thea Devine,59
Adele Faber,59
Amin Maalouf,59
Tanja Kinkel,59
Manuel Vazquez Montalban,59
PHILIP K. DICK,59
Judy Mercer,59
Jamie Denton,59
Helen Keller,59
Suzanne Finnamore,59
P. J. Parrish,59
Mouse Works,59
B.J. Daniels,59
Andrew Pyper,59
Catherine Millet,59
Angela Fisher,59
Nancy Davis,59
Lisa Eisenberg,59
Jill Ker Conway,59
Alan Bennett,59
James D. Doss,59
Patricia Hagan,59
Patricia Hermes,59
Jonathan Lethem,59
John Lutz,59
HUNTER S. THOMPSON,59
Desmond Morris,59
Susan King,59
Gael Baudino,59
Katie Fforde,58
Day Leclaire,58
Washington Irving,58
Daphne du Maurier,58
ALEXANDER MCCALL SMITH,58
Adrianne Lee,58
ROBIN HOBB,58
A. C. Crispin,58
Holly Lisle,58
Sabrina Jeffries,58
Joanna Carl,58
Meredith Ann Pierce,58
Carrie Alexander,58
MARGARET TRUMAN,58
A. Scott Berg,58
Boris Vian,58
Sheryl Lynn,58
Leslie Marmon Silko,58
Katherine Kingsley,58
James Morrow,58
Various,58
Carlton Smith,58
D. B. C. Pierre,58
Joan Smith,58
Betty MacDonald,58
Stella Gibbons,58
John Gilstrap,58
Clive James,58
Elizabeth Redfern,58
William Bayer,58
Javier Marias,58
Cheryl Wolverton,58
David Bishop,58
Wendell Berry,58
Jean Sasson,58
Harper Allen,58
Eric Garcia,58
Mary Gentle,58
James W. Loewen,58
Jennifer Mikels,58
Shannon Waverly,58
GAIL BOWEN,57
Barry Reed,57
Robert Doherty,57
Barry Sears,57
Leo F. Buscaglia,57
Ralph Peters,57
Tim Winton,57
Hilary Norman,57
P. J. Tracy,57
DAVE BARRY,57
Dominique Lapierre,57
Mary Packard,57
Stephen McCauley,57
T. A. Barron,57
Barbara McMahon,57
Robert Bloch,57
Paul Bowles,57
Anne Weale,57
Mary Roberts Rinehart,57
Jeff Long,57
Honore De Balzac,57
William Blake,57
Stefano Benni,57
JOAN JOHNSTON,57
Melissa Scott,57
Maggie Osborne,57
Jo Dereske,57
Cecily von Ziegesar,57
Julie Kistler,57
Kevin Henkes,57
Darin Strauss,57
Cathy Hopkins,57
Michael P. Kube-McDowell,57
Samantha James,57
William Stuart Long,57
Larry Burkett,57
James Gleick,57
Grace MacCarone,57
Po Bronson,57
Tama Janowitz,57
Tisha Hamilton,56
Dorling Kindersley Publishing,56
ALEX HALEY,56
Karen Hawkins,56
Niccolo Ammaniti,56
Arto Paasilinna,56
Richard Dawkins,56
Michael Romkey,56
Earl Emerson,56
Stephen Donaldson,56
Warren Adler,56
Heinrich Harrer,56
Karen Armstrong,56
Randy Wayne White,56
Ginger Chambers,56
Mary Norton,56
Shirl Henke,56
DOROTHY DUNNETT,56
Robert Bly,56
Conari Press,56
William R. Forstchen,56
Joanne K. Rowling,56
Norma Klein,56
Alisa Kwitney,56
Ed Greenwood,56
Gaelen Foley,56
Colum McCann,56
Eric Van Lustbader,56
Karen Joy Fowler,56
Ethan Black,56
Jeff Abbott,56
Lyn Stone,56
Rick Moody,56
Yitta Halberstam,56
Federico Garcia Lorca,56
Craig Holden,56
S. J. Rozan,56
Jacqueline Briskin,55
T.S. Eliot,55
Ruth L. Ozeki,55
Jan Harold Brunvand,55
Gary Smalley,55
M. J. Rose,55
Anthony Robbins,55
Sarah Zettel,55
Isaac Bashevis Singer,55
MARY BALOGH,55
Lewis Thomas,55
Paul Jennings,55
Dewey Gram,55
Lawrence Watt-Evans,55
Samuel Shem,55
Daniel Goleman,55
Petra Hammesfahr,55
Arlene James,55
Larry Collins,55
Emily Barr,55
Cathy Yardley,55
Charles Osborne,55
Rebecca Flanders,55
Joanna Campbell,55
Virginia Lanier,55
Lucy Grealy,55
George Selden,55
MATTHEW PEARL,55
Curtiss Ann Matlock,55
Susie Moloney,55
Keith Laumer,55
Nancy Friday,55
Mary McBride,55
Jennifer Egan,55
Sylvie Kurtz,55
Marjorie Weinman Sharmat,55
Jahnna N. Malcolm,55
Tracie Peterson,54
Lori Wilde,54
Alex Ross,54
William Sarabande,54
John Cassidy,54
Charles Todd,54
Susan Hill,54
Nicole Mones,54
Dee Davis,54
Monica Ali,54
Susan Faludi,54
Fay Robinson,54
Edith Layton,54
Alex Haley,54
